,employer,rating_description,culture,leadership,compensation,opportunity,balance,industry,location,size,overall_rating,ceo_approval,num_votes,main industry
5355,EMCORE,Dissatisfied,2.4,2.2,2.8,2.4,2.5,Electrical & Electronic Manufacturing,NM,23,2.1,30,17,Manufacture
5356,Mitsui O.S.K. Lines,OK,3.6,2.8,3.2,3.3,3.5,Shipping,NJ,23,3.2,100,11,Logistics
5357,American Savings Bank,OK,3.8,3.2,3.6,3.2,3.5,Banks & Credit Unions,HI,23,3.3,91,12,Finance
5358,Henri Bendel,OK,3.3,2.8,3.6,2.8,3,"Department, Clothing, & Shoe Stores",NY,23,3.2,86,12,Retail
5359,Amadeus Consulting,OK,3.6,3.3,3.2,3.6,3.7,Computer Hardware & Software,CO,23,3.4,68,22,IT
5360,Beazer Homes,OK,2.4,2.8,3,2.6,3,Construction,NC,23,2.9,45,8,Real Estate
5361,mBlox,Dissatisfied,2.3,2.3,3,2.5,3.6,Computer Hardware & Software,GA,23,2.4,100,1,IT
5362,PMI Mortgage Insurance,Satisfied,4.3,3.2,4.3,3.3,4.4,Insurance Carriers,CA,23,4,38,14,Finance
5363,Rotary,Satisfied,3.6,3,3,2.6,3.9,Membership Organizations,IL,23,3.6,82,7,Others
5364,J H Darbie &Co,OK,3.5,3.5,1.9,3.3,2.8,Investment Banking & Asset Management,NY,23,3.3,63,13,Finance
5365,Seneca One Finance,OK,2.4,2.9,3.5,2.6,3,Investment Banking & Asset Management,FL,23,3.1,63,16,Finance
5366,Shamin Hotels,OK,3.6,3.2,3.1,3.4,3.3,"Hotels, Motels, & Resorts",VA,23,3.3,65,20,Service
5367,Grovo,Very Satisfied,5,4.9,4.3,4.9,4,Education Training Services,NY,23,5,100,23,Education
5368,APMEX,Satisfied,4,3.5,4,3.9,3.7,Investment Banking & Asset Management,OK,23,4,98,16,Finance
5369,Vanderbilt Mortgage And Finance,Satisfied,3.6,3.4,4,3.5,3.7,Consumer Products Manufacturing,TN,23,3.5,100,7,Manufacture
5370,Chevron Products Company,Satisfied,3.2,3.4,4.3,3.6,4.1,Energy,CA,23,4,0,0,Resource
5371,NICE Actimize,OK,3.3,2.8,3.2,3,3.2,Computer Hardware & Software,NY,23,3.4,0,0,IT
5372,CenterPoint Energy Houston Electric,Satisfied,3.4,3.1,3.9,3.4,3.6,Utilities,TX,23,3.6,83,17,Utilities
5373,Profiles International,OK,2.9,2.7,2.6,2.9,3,Consulting,TX,23,2.9,56,17,Service
5374,VMS,OK,2.2,2.3,2.9,2.3,3,Computer Hardware & Software,CA,23,2.7,29,13,IT
5375,BEW Global,OK,2.9,2.7,2.9,3.2,2.8,Computer Hardware & Software,CO,23,2.9,58,16,IT
5376,Neutron Interactive,OK,2.8,2.3,3.4,2.8,4.2,Advertising & Marketing,UT,23,2.7,44,19,Advertising
5377,The Children's Aid Society,OK,2.8,2.4,2.4,2.8,3,Social Assistance,NY,23,2.9,40,8,Service
5378,Kings County District Attorney's Office,OK,3.3,3,2.3,2.6,4,Municipal Governments,NY,23,3.2,54,8,Government
5379,Apcon,OK,3.1,2.6,3.5,2.7,3.6,IT Services,OR,23,2.8,48,13,IT
5380,Allegra Direct Communications,Dissatisfied,1.8,1.9,1.8,2.2,2.8,Advertising & Marketing,MI,23,2.1,15,7,Advertising
5381,Accuvant,OK,3.1,2.7,3.3,3.4,2.7,Accounting,CA,23,3.1,62,11,Accounting
5382,Trek Freight Services,Very Satisfied,4.6,4.5,4.2,4.4,4.3,Logistics & Supply Chain,IL,23,4.5,100,5,Logistics
5383,CIBT,Dissatisfied,1.9,1.9,2.2,1.8,2.2,Travel Agencies,TX,23,2,15,10,Service
5384,Global Equity Finance,Satisfied,3.4,3.6,3.3,3.5,3.6,Lending,CA,23,3.6,68,10,Finance
5385,Massage Green,OK,3.1,2.9,2.8,3.3,2.9,"Health, Beauty, & Fitness",MI,23,2.9,46,14,Service
5386,Conroe Independent School District,Satisfied,4.4,3.4,3.2,3.1,3.8,Preschool & Child Care,TX,23,3.5,67,14,Service
5387,Martin's Food Market,Dissatisfied,2.4,2,2.4,2.3,2.6,Grocery Stores & Supermarkets,MD,23,2.2,23,6,Retail
5388,RPM Advertising,OK,3.2,2.8,2.4,2.8,3.1,Accounting,IL,23,2.7,55,17,Accounting
5389,Pollo Tropical,OK,2.4,2.5,1.8,2.1,1.9,Fast-Food & Quick-Service Restaurants,FL,23,2.8,44,7,Service
5390,RGB Networks,Dissatisfied,3,2,3.6,2.3,3.4,Enterprise Software & Network Solutions,CA,23,2.2,35,7,IT
5391,DemandTec,OK,3.3,2.5,3.2,2.8,3.3,Enterprise Software & Network Solutions,CA,23,2.7,36,14,IT
5392,VISTA Staffing Solutions,Satisfied,3.8,3.6,3.6,3.7,3.7,Staffing & Outsourcing,UT,23,3.7,90,18,Service
5393,Marcus Corporation,OK,2.8,2.9,2.7,2.8,3.3,"Hotels, Motels, & Resorts",NE,23,2.9,43,13,Service
5394,Loma Linda University,Satisfied,4.1,3.3,3.3,3.5,3.8,Colleges & Universities,CA,23,3.8,76,12,Education
5395,ES3,Dissatisfied,1.6,1.6,2.7,2.1,2,Transportation Management,PA,23,2.1,50,7,Logistics
5396,Andersons,OK,3.7,3.4,3.1,2.9,3.8,Farm Support Services,OH,23,3.4,79,15,Service
5397,University of Central Arkansas,Very Satisfied,4,3.7,3.3,3.5,4,Colleges & Universities,AR,23,4.1,100,5,Education
5398,Baker Concrete,OK,2.5,2.5,3.1,3,3,Construction,OH,23,2.9,87,13,Real Estate
5399,MidAmerican Energy,OK,2.8,2.5,3.4,2.6,2.9,Energy,IL,23,2.9,49,12,Resource
5400,EffectiveUI,Satisfied,4,3.3,3.6,3.8,4.2,Computer Hardware & Software,CO,23,3.9,85,12,IT
5401,Bell Techlogix,OK,2.9,2.6,2.7,3,3.4,IT Services,IN,23,2.7,60,11,IT
5402,"Formosa Plastics Corporation, U.S.A.",Satisfied,3.2,3.3,3.5,3.2,3.8,Chemical Manufacturing,TX,23,3.7,100,10,Manufacture
5403,Lakeshore TolTest,Dissatisfied,2,1.7,3,2.1,2,Construction,OH,23,2,37,13,Real Estate
5404,Luby's,Dissatisfied,1.9,1.5,2.3,2.4,2.8,Casual Restaurants,TX,23,2,45,11,Service
5405,A. Duie Pyle,OK,2.9,2.6,3.3,2.5,2.8,Trucking,MA,23,2.9,52,8,Logistics
5406,Resolution Media,OK,3.4,2.9,3.1,3.2,3.2,Advertising & Marketing,IL,23,3.4,100,8,Advertising
5407,The Gladstone Institutes,Very Satisfied,4.2,3.8,3.7,3.6,4.4,Research & Development,CA,23,4.2,100,15,Research
5408,"Citicorp Credit Services, Inc.",OK,4,3.2,3,2.8,3.8,Lending,MO,23,3.1,100,1,Finance
5409,Amherst College,Very Satisfied,4.2,4,3.7,3.8,3.8,Colleges & Universities,MA,23,4.2,100,13,Education
5410,HA&W,OK,3.5,3.5,3.7,3.4,3.5,Accounting,GA,23,3.3,100,5,Accounting
5411,Orange County Register,OK,2.2,2.2,2.5,2.6,3,Motion Picture Production & Distribution,CA,23,2.5,13,7,Media
5412,Arbor Advisors,OK,3.6,3,2.8,3.9,3.2,Investment Banking & Asset Management,CA,23,3.3,66,16,Finance
5413,Nursefinders,OK,3.1,3.1,3.3,3,3.1,Health Care Services & Hospitals,TX,23,3.3,100,2,Health
5414,GF Management,OK,2.9,3.2,3.1,3.5,3.1,"Hotels, Motels, & Resorts",NC,23,3.3,75,13,Service
5415,OneBeacon,OK,2.1,2,3,2,3.1,Insurance Carriers,MA,23,2.5,43,11,Finance
5416,The Local Pages,OK,3,2.7,2.5,2.9,3.3,Publishing,UT,23,3.1,63,13,Media
5417,Community Options,Dissatisfied,2.4,2,2,2.2,2.6,Social Assistance,NJ,23,2.1,19,10,Service
5418,21st Mortgage Corporation,OK,3.5,3.2,3.6,3,3.5,Lending,TN,23,3.2,61,13,Finance
5419,Spectranetics,Very Satisfied,4,3.8,4.1,4,3.7,Health Care Products Manufacturing,CO,23,4.2,78,19,Health
5420,LeTourneau University,Satisfied,4.3,3.3,3.1,3.2,4,Colleges & Universities,TX,23,3.8,0,0,Education
5421,Buildium,Very Satisfied,4.9,4.8,4.1,4.2,4.8,Computer Hardware & Software,MA,23,4.8,100,2,IT
5422,Millennium & Copthorne Hotels,Dissatisfied,2.3,2.3,2.6,2.5,2.8,"Hotels, Motels, & Resorts",CA,23,2.4,37,6,Service
5423,RMS,OK,2.5,2.6,2.7,2.4,3.5,Insurance Carriers,NC,23,2.7,20,6,Finance
5424,Eastern Bank,Satisfied,3.4,3.1,3.5,3.4,3.5,Banks & Credit Unions,MA,23,3.5,94,16,Finance
5425,World Duty Free Group,OK,3.1,2.4,3.2,2.6,2.7,"Department, Clothing, & Shoe Stores",TX,23,3,87,9,Retail
5426,Old Time Pottery,OK,2.6,2.6,2.3,2.1,2.7,General Merchandise & Superstores,NC,23,2.5,51,10,Retail
5427,RHA Health Services,OK,3.5,2.9,2.5,2.9,3.1,Social Assistance,NC,23,3.1,48,6,Service
5428,Brand Energy And Infrastructure Services,Dissatisfied,2.6,2.4,2.7,2.6,2.8,Construction,NY,23,2.4,41,13,Real Estate
5429,Midmark Corporation,Satisfied,4.2,3.8,3.6,3.5,4.1,Health Care Products Manufacturing,OH,23,3.9,93,18,Health
5430,Raymond,Satisfied,3.6,2.9,3.4,3.4,3.5,Industrial Manufacturing,NY,23,3.7,73,7,Manufacture
5431,INEOS,OK,3.2,3.2,3.5,2.8,3.6,Chemical Manufacturing,TX,23,3.3,78,9,Manufacture
5432,Copper Mountain,Satisfied,4.2,3.2,3.2,2.8,4.4,"Hotels, Motels, & Resorts",CO,23,3.9,100,6,Service
5433,Priority Health,OK,3.5,3,3.8,3.1,3.7,Insurance Carriers,MI,23,3.4,100,6,Finance
5434,PlayPhone,Satisfied,3.3,3.4,3.7,3.2,3.6,Sports & Recreation,CA,23,3.7,76,18,Entertainment
5435,eworks,OK,2.7,2.2,2.4,2.7,3.2,Advertising & Marketing,NY,23,2.9,100,2,Advertising
5436,Sage Products,Very Satisfied,4.4,4,4.1,3.9,4.2,Health Care Products Manufacturing,IL,23,4.5,100,19,Health
5437,Eckerd Youth Alternatives,Dissatisfied,1.7,1.7,2.1,2.4,1.4,Social Assistance,NC,23,2,7,12,Service
5438,Engauge,OK,3.4,2.8,3,3,3.8,Motion Picture Production & Distribution,PA,23,3.4,86,9,Media
5439,Denbury Resources,OK,3,2.7,4.2,2.8,3.6,Oil & Gas Exploration & Production,TX,23,2.9,60,8,Manufacture
5440,Seer Interactive,Satisfied,3.6,3.6,3.6,3.6,3.3,Internet,PA,23,3.7,67,23,IT
5441,Wells Real Estate Funds,Satisfied,4.3,2.7,4.5,2.9,4.3,Real Estate,GA,23,3.7,81,17,Real Estate
5442,DG FastChannel,Dissatisfied,2.2,1.7,3.2,2.1,2.7,News Outlet,TX,23,2.4,11,14,Media
5443,NVR,Satisfied,3.7,3.5,3.5,3.2,2.9,Construction,TN,23,3.5,81,16,Real Estate
5444,Blucora,OK,3.9,2.6,4,3.1,4.2,Internet,WA,23,3.2,100,5,IT
5445,TELCOR,Satisfied,3.8,3.6,4.4,3.5,3.7,IT Services,NE,23,3.9,85,15,IT
5446,GL Noble Denton,OK,3.2,2.5,2.7,3,3.2,Oil & Gas Exploration & Production,TX,23,2.9,0,0,Manufacture
5447,Cheeburger Cheeburger,OK,3.1,3,2.4,2.7,3.6,Casual Restaurants,AL,23,3.2,73,9,Service
5448,Poudre Valley Health System,OK,2.1,2.2,3.1,2.3,2.9,Health Care Services & Hospitals,CO,23,2.5,20,18,Health
5449,Stetson University,Satisfied,3.9,3.6,3.1,2.9,3.6,Colleges & Universities,FL,23,3.7,72,11,Education
5450,Deer Valley Resort,Satisfied,3.5,3.1,3.4,3,3.6,"Hotels, Motels, & Resorts",UT,23,3.8,83,10,Service
5451,St. John Health System,OK,3.7,2.5,2.9,2.8,3.4,Health Care Services & Hospitals,OK,23,2.9,71,3,Health
5452,Comex Group,Dissatisfied,2.3,2.3,2.3,2.6,2.6,Chemical Manufacturing,CO,23,2.1,21,20,Manufacture
5453,Infragistics,OK,3.2,2.4,3.2,3,3.7,Computer Hardware & Software,NJ,23,3.2,47,22,IT
5454,Ingram Book Group,OK,2.4,2.2,3.2,2.2,2.5,Media & Entertainment Retail Stores,TN,23,2.6,26,6,Retail
5455,Plum Market,OK,3.3,2.7,2.8,2.7,2.8,Vehicle Dealers,MI,23,2.9,68,10,Retail
5456,Hearst Television,OK,3.2,3,2.6,3.1,3.5,TV Broadcast & Cable Networks,NM,23,3.4,100,10,Media
5457,Technology Integration Group,OK,2.7,2.4,2.5,2.6,2.4,IT Services,CA,23,2.7,54,12,IT
5458,Makosi,Very Satisfied,4.7,4.8,4.2,4.6,4.6,Consulting,NY,23,4.8,100,22,Service
5459,Dentsu,OK,2.9,2.7,2.6,3.2,2.6,Advertising & Marketing,NY,23,3.2,92,5,Advertising
5460,Rittal,Dissatisfied,2,1.8,2.9,2.4,2.5,Industrial Manufacturing,OH,23,2.3,0,1,Manufacture
5461,Parkview  Health,OK,3.2,2.9,2.9,3.1,3.1,Health Care Services & Hospitals,IN,23,3.4,72,15,Health
5462,Tatum,OK,2.6,2.6,2.9,2.9,3.7,Staffing & Outsourcing,TX,23,3,35,8,Service
5463,Round Rock Independent School District,OK,3,2.8,3.3,3,3.1,Preschool & Child Care,TX,23,3.4,79,13,Service
5464,AtlantiCare,OK,3.4,2.7,3.7,3.1,3.8,Health Care Services & Hospitals,NJ,23,3.4,62,8,Health
5465,Scrub and Beyond,OK,3.3,3,3.2,3.3,3.4,"Department, Clothing, & Shoe Stores",MI,23,3.3,67,16,Retail
5466,VF Imagewear,OK,2.4,2.6,2.8,2.4,3.3,Consumer Products Manufacturing,FL,23,2.9,81,13,Manufacture
5467,Southern Research Institute,OK,2.4,2.4,3.4,2.3,3,Research & Development,AL,23,2.5,52,3,Research
5468,Metro One Loss Prevention,Dissatisfied,2.6,2.4,1.8,2,2.6,Security Services,MD,23,2.1,22,7,Finance
5469,"Education Development Center, Inc.",Satisfied,4.2,3.1,3.9,3,4.1,Research & Development,MA,23,3.6,44,13,Research
5470,Prophet Brand Strategy,OK,2.8,3.1,4,3.2,2.5,Consulting,IL,23,3,78,15,Service
5471,Equity Office Properties,Satisfied,3.9,4.1,3.7,3.5,3.9,Real Estate,CA,23,4,100,13,Real Estate
5472,Mattress Firm,OK,4.6,2.8,2.8,2.6,3,Home Furniture & Housewares Stores,AZ,23,2.9,30,13,Retail
5473,Field Asset Services,OK,2.9,2.3,2.8,2.4,3.4,Investment Banking & Asset Management,TX,23,2.6,87,6,Finance
5474,SDI Media Group,OK,3.1,2.7,2.6,2.8,3.2,Motion Picture Production & Distribution,CA,23,3.1,78,8,Media
5475,Enterprise Iron Financial Industry Solutions,Very Satisfied,4.5,4.6,4.5,4.5,4.6,Consulting,NJ,23,4.5,100,16,Service
5476,Doremus,OK,3.4,2.7,3.5,2.8,3.5,Advertising & Marketing,NY,23,3.2,91,11,Advertising
5477,Hersha Hospitality,Dissatisfied,2.4,2.2,2.2,2.6,2,Real Estate,NY,23,2.2,46,11,Real Estate
5478,Paramount Equity,OK,3.5,3.6,3.5,3.4,3.6,Lending,CA,23,3.4,0,1,Finance
5479,PromoWorks,OK,2.5,2.6,2.2,2.4,3.3,Accounting,FL,23,2.9,45,3,Accounting
5480,Teleplan International,OK,3.1,2.4,3,2.8,2.3,General Repair & Maintenance,TX,23,2.7,68,10,Service
5481,Taulia,Very Satisfied,4.4,4.3,4.1,4.1,4,Computer Hardware & Software,CA,23,4.1,89,13,IT
5482,WinterWyman,Very Satisfied,4.1,4.2,3.9,3.8,3.9,Staffing & Outsourcing,MA,23,4.1,100,9,Service
5483,MHMRA of Harris County,OK,2.8,2.2,2.9,2.9,2.9,Health Care Services & Hospitals,TX,23,3,28,7,Health
5484,Marks Paneth,Satisfied,3.3,3.4,3.4,3.5,3.9,Accounting,NY,23,3.6,84,7,Accounting
5485,Onward Healthcare,OK,3.4,3.5,3.2,3.4,3.5,Staffing & Outsourcing,SC,23,3.4,85,15,Service
5486,Gaming Laboratories International,OK,3.2,2.7,3.2,2.5,3.2,Advertising & Marketing,CO,23,2.9,59,10,Advertising
5487,Aspen Institute,Satisfied,3.7,3.1,3.4,2.8,3.7,Grantmaking Foundations,CO,23,3.7,74,17,Others
5488,Seattle Biomedical Research Institute,OK,3.6,2.7,2.9,3,3.6,Biotech & Pharmaceuticals,WA,23,3.1,54,12,Health
5489,Emerson Hospital,Very Satisfied,4.2,3.8,3.4,4.2,4,Health Care Services & Hospitals,MA,23,4.2,93,16,Health
5490,USA Vein Clinics,OK,2.9,2.7,3,3,2.9,Health Care Services & Hospitals,IL,23,2.9,56,9,Health
5491,Smith College,Very Satisfied,4.4,4.1,3.2,3.4,4.2,Colleges & Universities,MA,23,4.4,100,7,Education
5492,Petland,OK,2.8,2.8,2.7,2.5,3.2,"Department, Clothing, & Shoe Stores",KS,23,2.8,38,7,Retail
5493,Mount Sinai Medical Center of Florida,OK,3.1,2.4,2.8,3,3.1,Health Care Services & Hospitals,FL,23,2.8,36,13,Health
5494,Wellesley Information Services,OK,3.2,2.6,2.9,3.1,4,Publishing,MA,23,2.8,50,8,Media
5495,Merle Norman,Satisfied,3.5,3.3,3,3.2,3.9,Consumer Products Manufacturing,TX,23,3.6,62,8,Manufacture
5496,Post Properties,Satisfied,3.9,3.6,3.6,3.3,3.9,Real Estate,GA,23,3.6,96,20,Real Estate
5497,Coffman Engineers,Very Satisfied,4.8,4.4,4,4.4,4.6,Architectural & Engineering Services,WA,23,4.6,100,21,Service
5498,REVOLVE,OK,3.1,3.1,2.8,3.2,3.1,"Department, Clothing, & Shoe Stores",CA,23,3.2,100,6,Retail
5499,Hilliard Lyons,Satisfied,4,3.6,3,2.9,3.9,Investment Banking & Asset Management,KY,23,3.6,100,12,Finance
5500,Autobell Car Wash,OK,3.5,2.7,3.4,3.4,3.6,"Health, Beauty, & Fitness",NC,23,3.4,49,10,Service
5501,FM Facility Maintenance,Dissatisfied,2.5,2.3,2.6,2.2,2.8,Building & Personnel Services,CT,23,2.4,46,9,Service
5502,Pappasito's Cantina,OK,3.4,3.2,2.8,3.1,3.2,Casual Restaurants,TX,23,3.3,100,9,Service
5503,ASC Process Systems,OK,3.6,3.1,3.5,3.4,2.9,Industrial Manufacturing,CA,23,3.4,64,21,Manufacture
5504,Partner Engineering & Science,Satisfied,3.7,3.4,3.4,3.9,3.4,Consulting,CA,23,3.7,80,17,Service
5505,PartsBase,OK,2.1,2.1,2.3,2,2.3,Wholesale,FL,23,2.5,31,20,Retail
5506,Pinkerton,Satisfied,4.3,3.9,3.2,3.8,3.4,Consulting,MI,22,3.7,79,10,Service
5507,"Brock & Scott, PLLC",Dissatisfied,1.6,1.8,2,1.6,2.4,Legal,FL,22,1.7,12,8,Others
5508,RecoverCare,OK,2.3,2,2.8,2.3,2.6,Health Care Products Manufacturing,ND,22,2.7,73,7,Health
5509,Sutherland Asbill,OK,3.1,2.8,3.4,2.5,3.1,Legal,GA,22,3.2,68,13,Others
5510,MFA Boston,Satisfied,4.3,3.3,3,2.9,4.1,"Museums, Zoos & Amusement Parks",MA,22,3.9,82,7,Entertainment
5511,CDK Global,OK,3.3,2.9,3.1,3.3,4,Computer Hardware & Software,MI,22,3.4,80,11,IT
5512,Dynasplint,Dissatisfied,2.3,2.2,2,2.1,2.9,Health Care Products Manufacturing,FL,22,2,11,9,Health
5513,Sequoia Equities,Satisfied,4.2,3.9,3.7,3.8,3.9,Real Estate,CA,22,3.8,93,14,Real Estate
5514,Lattice Engines,OK,2.9,2.9,3.7,3.2,2.6,Enterprise Software & Network Solutions,CA,22,3.2,64,14,IT
5515,Glidewell Laboratories,Satisfied,3.7,3.5,3.3,3.8,3.9,Health Care Products Manufacturing,CA,22,3.9,81,19,Health
5516,Local Lighthouse,Satisfied,3.4,3.6,4.1,3.8,4,Accounting,CA,22,3.9,70,11,Accounting
5517,Weber State University,Very Satisfied,4.4,4.4,3.2,3.6,4.5,Colleges & Universities,UT,22,4.3,97,11,Education
5518,Crayola,OK,3.8,3,3.3,2.9,3.6,Consumer Products Manufacturing,PA,22,3.3,68,15,Manufacture
5519,Goldie B. Floberg Center,Very Satisfied,4.7,4.5,4.1,4.5,3.6,Social Assistance,IL,22,4.5,100,7,Service
5520,InMotion Entertainment,Dissatisfied,2.1,2.1,2.1,2,2.1,Consumer Electronics & Appliances Stores,CA,22,2.3,32,9,Retail
5521,ALPS Funds Services,OK,3.1,2.5,2.6,2.4,3.5,Investment Banking & Asset Management,CO,22,2.8,62,15,Finance
5522,Hackensack University Medical Center,OK,2.3,2.2,3.6,2.7,3.1,Health Care Services & Hospitals,NJ,22,2.8,56,12,Health
5523,Entrance Software,OK,3.5,3.3,3.1,3.3,3.2,Computer Hardware & Software,TX,22,3.4,68,12,IT
5524,Berico Technologies,OK,2.6,2.2,3.1,2.3,3.3,Aerospace & Defense,VA,22,2.8,36,18,Manufacture
5525,Heartland Business Systems,OK,2.5,2.3,3.1,2.6,2.6,Advertising & Marketing,WI,22,2.5,30,12,Advertising
5526,uTest,Satisfied,3.4,3.3,3.6,3.3,3.7,Computer Hardware & Software,NY,22,3.5,97,12,IT
5527,Alliant International University,OK,3,1.9,2.8,2.4,3.1,Colleges & Universities,CA,22,2.5,19,17,Education
5528,HubShout,Satisfied,4.2,4,3.2,3.3,4,Advertising & Marketing,NY,22,3.5,76,14,Advertising
5529,RightScale,Very Satisfied,4.3,3.9,3.8,3.7,4.6,Computer Hardware & Software,WA,22,4.1,94,18,IT
5530,Denver Post,OK,3.3,2.7,3.2,2.9,3.2,Publishing,CO,22,3.1,39,9,Media
5531,JLG Industries,OK,3.2,2.9,3.1,2.8,3.3,Industrial Manufacturing,PA,22,3.3,77,10,Manufacture
5532,Hawaii State Department of Education,OK,2.9,2.7,2.7,2.7,3.3,Federal Agencies,HI,22,2.9,40,5,Government
5533,Dickies,OK,3.1,3.1,3,2.3,3.2,Consumer Products Manufacturing,NV,22,3.1,83,12,Manufacture
5534,National Marrow Donor Program,Satisfied,3.9,3.3,3.5,2.9,3.7,Health Care Services & Hospitals,MN,22,3.6,100,13,Health
5535,Naval Postgraduate School,Dissatisfied,2.5,2.1,2.6,2.3,2.9,Colleges & Universities,CA,22,2,15,11,Education
5536,Alliant Insurance Services,Satisfied,3.5,3.2,3.5,3.1,3.7,Insurance Agencies & Brokerages,CA,22,3.5,96,12,Service
5537,Santikos Theaters,OK,2.4,2.3,2.3,1.9,3.4,Motion Picture Production & Distribution,TX,22,2.5,11,7,Media
5538,New York Mets Organization,Satisfied,4.1,3.5,3.1,3.3,3.6,Sports & Recreation,FL,22,4,52,8,Entertainment
5539,Profit Recovery Partners,OK,4.1,3.2,3.2,3.6,3.4,Consulting,CA,22,3.3,87,15,Service
5540,Beneficial Mutual Bancorp,Satisfied,3.5,3,2.9,3.2,3.4,Banks & Credit Unions,NJ,22,3.5,44,9,Finance
5541,Excela Health,OK,2.9,2.4,3.2,2.8,3.3,Health Care Services & Hospitals,PA,22,3,58,6,Health
5542,DigiPen Institute of Technology,OK,2.6,2.2,2.7,2.6,2.7,Colleges & Universities,WA,22,2.7,50,15,Education
5543,American Valet,OK,2.9,2.7,2.9,2.7,3.6,"Health, Beauty, & Fitness",AZ,22,3,59,12,Service
5544,Ansira (formerly NSI Marketing Services),OK,3,2.4,2.8,3,2.8,Advertising & Marketing,MO,22,2.7,79,10,Advertising
5545,Wipfli,OK,3.1,2.7,2.8,3.2,3.4,Accounting,MN,22,3.2,60,12,Accounting
5546,Kao Brands Company,Satisfied,3.7,3.1,3.6,3.2,3.5,Consumer Products Manufacturing,OH,22,3.5,100,13,Manufacture
5547,Larry H. Miller Group,OK,3.3,3,3.4,3.3,2.8,Vehicle Dealers,UT,22,3.3,77,12,Retail
5548,The Bachrach Group,Very Satisfied,4.7,4.3,4.5,4.4,4.3,Staffing & Outsourcing,NY,22,4.4,95,12,Service
5549,McKenna Long & Aldridge,Satisfied,3.8,3.6,3.4,3.2,4.1,Legal,GA,22,3.6,82,13,Others
5550,Iris Data Services,OK,3.5,3.5,3.3,3.7,2.5,Accounting,KS,22,3.2,92,13,Accounting
5551,Pacific Convenience & Fuels,Very Dissatisfied,1.2,1.1,2.1,1.1,1.8,Convenience Stores & Truck Stops,CA,22,1.2,6,15,Retail
5552,Matson,OK,2.4,2.8,3.3,2.7,3,Shipping,CA,22,2.7,71,11,Logistics
5553,The Company of Others,OK,2.6,2.8,2.9,3.1,3.1,Advertising & Marketing,TX,22,3,44,10,Advertising
5554,Wall Street Systems,OK,2.6,2.2,2.8,2.5,3.4,Computer Hardware & Software,NY,22,2.9,59,8,IT
5555,Kingland,OK,3.5,3.3,2.7,3,3.7,Computer Hardware & Software,IA,22,3.1,100,12,IT
5556,The Joint Commission,OK,3.2,2.4,3.5,2.8,2.8,Membership Organizations,IL,22,3.1,59,12,Others
5557,Cooper Concepts,OK,3.3,3.7,3.1,3.6,2.9,Advertising & Marketing,IL,22,3.4,78,11,Advertising
5558,Scorpion Design,Very Satisfied,5,5,4.9,4.9,4.9,Advertising & Marketing,TX,22,4.9,98,21,Advertising
5559,Clarkston Consulting,Very Satisfied,4.4,4.1,4.3,4.1,3.9,Consulting,GA,22,4.1,88,17,Service
5560,CARCO Group,Dissatisfied,2.2,1.9,2.4,2.1,2.7,Staffing & Outsourcing,NY,22,2.2,51,7,Service
5561,Beth Israel Medical Center,OK,3.1,2.4,3.4,2.8,3,Health Care Services & Hospitals,NY,22,2.8,100,1,Health
5562,Allston Trading,OK,3.2,2.5,3.9,3.5,3.7,Brokerage Services,IL,22,3.2,52,10,Service
5563,Big Open Door Marketing,Very Satisfied,4.1,4.1,3.7,4.1,3.7,Advertising & Marketing,MD,22,4.1,83,16,Advertising
5564,University of Virginia Health System,OK,3.1,2.9,3.2,3.2,3.2,Health Care Services & Hospitals,VA,22,3.4,72,10,Health
5565,St. David's HealthCare,OK,3.2,2.6,2.6,2.5,3.5,Health Care Services & Hospitals,TX,22,3.2,70,6,Health
5566,Peterbilt,OK,2.9,2.5,3.4,3,3.2,Transportation Equipment Manufacturing,TX,22,3.1,27,7,Manufacture
5567,SCA,Satisfied,4.1,3.4,3.8,3.2,3.9,Industrial Manufacturing,PA,22,3.9,92,12,Manufacture
5568,AccuQuest,Satisfied,3.5,3.4,3.4,3.5,2.9,Health Care Services & Hospitals,IL,22,3.5,79,15,Health
5569,mophie,OK,3,2.8,2.8,3.2,2.9,Consumer Electronics & Appliances Stores,CA,22,3,81,12,Retail
5570,Regence BlueShield,OK,2.8,2.5,3.3,3,3.2,Insurance Carriers,WA,22,2.9,53,10,Finance
5571,TTC Marketing Solutions,Dissatisfied,1.7,1.9,1.8,1.8,2.8,Accounting,IL,22,1.7,16,6,Accounting
5572,Fremont Bank,Dissatisfied,2.4,2.1,2.4,2.1,2.9,Banks & Credit Unions,CA,22,2.1,20,10,Finance
5573,Childcare Network,OK,2.9,2.6,2.4,2.7,2.7,Preschool & Child Care,GA,22,3,100,4,Service
5574,Hebert Research,Dissatisfied,2.6,2.3,2.4,2.4,2.7,Research & Development,WA,22,2.3,35,18,Research
5575,College of American Pathologists,OK,3,2.4,4.3,2.5,4,Membership Organizations,IL,22,3,30,8,Others
5576,University of West Georgia,Satisfied,4,3.7,3.1,3.1,4.2,Colleges & Universities,GA,22,3.8,100,13,Education
5577,Ikaria,OK,2.6,2.3,3.9,2.2,3.1,Biotech & Pharmaceuticals,NJ,22,2.8,48,4,Health
5578,Nikon,OK,3.7,2.9,3.7,3,3.2,Consumer Products Manufacturing,NY,22,3.2,75,9,Manufacture
